,Compound,Date,Negative,Neutral,Positive,Tweets Ago,Username
133,0.0,Fri Sep 07 21:50:51 +0000 2018,1.0,0.0,0.0,134,CBS
134,-0.296,Thu Sep 06 22:10:49 +0000 2018,0.879,0.121,0.0,135,CBS
135,0.4753,Thu Sep 06 19:00:01 +0000 2018,0.808,0.0,0.192,136,CBS
136,0.0,Wed Sep 05 21:00:00 +0000 2018,1.0,0.0,0.0,137,CBS
137,0.3612,Wed Sep 05 17:32:40 +0000 2018,0.889,0.0,0.111,138,CBS
138,0.6908,Wed Sep 05 16:48:09 +0000 2018,0.467,0.0,0.533,139,CBS
139,0.4215,Tue Sep 04 20:34:26 +0000 2018,0.865,0.0,0.135,140,CBS
140,0.6514,Sat Sep 01 15:25:34 +0000 2018,0.829,0.0,0.171,141,CBS
141,0.0,Fri Aug 31 21:26:49 +0000 2018,1.0,0.0,0.0,142,CBS
142,0.0,Fri Aug 31 18:01:01 +0000 2018,1.0,0.0,0.0,143,CBS
143,-0.6908,Thu Aug 30 19:45:51 +0000 2018,0.761,0.239,0.0,144,CBS
144,0.6239,Thu Aug 30 15:32:47 +0000 2018,0.83,0.0,0.17,145,CBS
145,0.0,Mon Aug 27 23:36:57 +0000 2018,1.0,0.0,0.0,146,CBS
146,-0.4389,Fri Aug 24 20:30:16 +0000 2018,0.879,0.121,0.0,147,CBS
147,0.0,Wed Aug 22 20:55:25 +0000 2018,1.0,0.0,0.0,148,CBS
148,0.0,Wed Aug 22 20:10:12 +0000 2018,1.0,0.0,0.0,149,CBS
149,0.5423,Mon Aug 20 21:59:56 +0000 2018,0.829,0.0,0.171,150,CBS
150,0.3182,Fri Aug 17 17:42:02 +0000 2018,0.887,0.0,0.113,151,CBS
151,0.0,Thu Aug 16 18:40:09 +0000 2018,1.0,0.0,0.0,152,CBS
152,-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.72,0.188,0.092,153,CBS
153,0.0,Sun Aug 12 23:30:02 +0000 2018,1.0,0.0,0.0,154,CBS
154,0.4389,Sun Aug 12 15:04:59 +0000 2018,0.874,0.0,0.126,155,CBS
155,-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.897,0.103,0.0,156,CBS
156,0.4926,Sat Aug 11 15:00:02 +0000 2018,0.856,0.0,0.144,157,CBS
157,0.8957,Fri Aug 10 22:28:55 +0000 2018,0.581,0.0,0.419,158,CBS
158,0.0,Fri Aug 10 19:59:14 +0000 2018,1.0,0.0,0.0,159,CBS
159,0.6696,Thu Aug 09 21:00:00 +0000 2018,0.745,0.0,0.255,160,CBS
160,0.7901,Thu Aug 09 18:47:00 +0000 2018,0.72,0.0,0.28,161,CBS
161,0.6696,Wed Aug 08 16:05:11 +0000 2018,0.791,0.0,0.209,162,CBS
162,0.0,Tue Aug 07 16:06:57 +0000 2018,1.0,0.0,0.0,163,CBS
163,0.3612,Mon Aug 06 00:20:55 +0000 2018,0.889,0.0,0.111,164,CBS
164,0.5411,Mon Aug 06 00:07:38 +0000 2018,0.683,0.098,0.219,165,CBS
165,0.3818,Mon Aug 06 00:02:58 +0000 2018,0.894,0.0,0.106,166,CBS
166,0.5093,Mon Aug 06 00:02:02 +0000 2018,0.845,0.0,0.155,167,CBS
167,0.0,Sun Aug 05 23:58:41 +0000 2018,1.0,0.0,0.0,168,CBS
168,0.8316,Sun Aug 05 23:44:39 +0000 2018,0.694,0.0,0.306,169,CBS
169,0.0,Sun Aug 05 23:41:21 +0000 2018,1.0,0.0,0.0,170,CBS
170,0.5994,Sun Aug 05 23:35:49 +0000 2018,0.843,0.0,0.157,171,CBS
171,0.0,Sun Aug 05 23:35:46 +0000 2018,1.0,0.0,0.0,172,CBS
172,0.5826,Sun Aug 05 23:16:25 +0000 2018,0.827,0.0,0.173,173,CBS
173,-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.798,0.202,0.0,174,CBS
174,0.0,Sun Aug 05 23:10:20 +0000 2018,1.0,0.0,0.0,175,CBS
175,0.6041,Sun Aug 05 23:05:58 +0000 2018,0.775,0.0,0.225,176,CBS
176,0.3802,Sun Aug 05 23:01:25 +0000 2018,0.853,0.0,0.147,177,CBS
177,-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.917,0.083,0.0,178,CBS
178,0.0,Sun Aug 05 22:58:36 +0000 2018,1.0,0.0,0.0,179,CBS
179,-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.936,0.064,0.0,180,CBS
180,-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.82,0.121,0.059,181,CBS
181,0.4939,Sun Aug 05 22:49:06 +0000 2018,0.862,0.0,0.138,182,CBS
182,0.0,Sun Aug 05 22:46:49 +0000 2018,1.0,0.0,0.0,183,CBS
183,0.4926,Sun Aug 05 22:32:37 +0000 2018,0.825,0.0,0.175,184,CBS
184,0.2732,Sun Aug 05 22:32:30 +0000 2018,0.877,0.0,0.123,185,CBS
185,0.2716,Sun Aug 05 22:16:36 +0000 2018,0.905,0.0,0.095,186,CBS
186,-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.867,0.133,0.0,187,CBS
187,0.0,Sun Aug 05 22:16:19 +0000 2018,1.0,0.0,0.0,188,CBS
188,-0.4019,Sun Aug 05 22:05:44 +0000 2018,0.886,0.114,0.0,189,CBS
189,-0.6908,Sun Aug 05 22:00:47 +0000 2018,0.793,0.207,0.0,190,CBS
190,0.0,Sun Aug 05 21:48:41 +0000 2018,1.0,0.0,0.0,191,CBS
191,0.8555,Sun Aug 05 21:48:36 +0000 2018,0.714,0.0,0.286,192,CBS
192,0.5994,Sun Aug 05 21:48:29 +0000 2018,0.766,0.0,0.234,193,CBS
193,0.6124,Sun Aug 05 21:31:15 +0000 2018,0.792,0.0,0.208,194,CBS
194,-0.2748,Sun Aug 05 20:58:52 +0000 2018,0.742,0.153,0.105,195,CBS
195,0.0,Sun Aug 05 20:56:17 +0000 2018,1.0,0.0,0.0,196,CBS
196,-0.4588,Sun Aug 05 20:10:33 +0000 2018,0.875,0.125,0.0,197,CBS
197,0.0,Sun Aug 05 19:43:38 +0000 2018,1.0,0.0,0.0,198,CBS
198,0.0,Sun Aug 05 19:22:22 +0000 2018,1.0,0.0,0.0,199,CBS
199,0.6249,Sun Aug 05 19:21:28 +0000 2018,0.796,0.0,0.204,200,CBS
200,0.0,Mon Sep 17 17:30:09 +0000 2018,1.0,0.0,0.0,201,CNN
201,-0.4019,Mon Sep 17 17:20:06 +0000 2018,0.847,0.153,0.0,202,CNN
202,0.0,Mon Sep 17 17:10:06 +0000 2018,1.0,0.0,0.0,203,CNN
203,-0.3612,Mon Sep 17 17:00:17 +0000 2018,0.857,0.143,0.0,204,CNN
204,0.0,Mon Sep 17 16:50:10 +0000 2018,1.0,0.0,0.0,205,CNN
205,-0.8126,Mon Sep 17 16:40:05 +0000 2018,0.684,0.316,0.0,206,CNN
206,-0.1779,Mon Sep 17 16:30:01 +0000 2018,0.796,0.119,0.085,207,CNN
207,0.016,Mon Sep 17 16:20:07 +0000 2018,0.591,0.203,0.206,208,CNN
208,0.0,Mon Sep 17 16:10:03 +0000 2018,1.0,0.0,0.0,209,CNN
209,0.0,Mon Sep 17 16:00:14 +0000 2018,1.0,0.0,0.0,210,CNN
210,0.1779,Mon Sep 17 15:50:13 +0000 2018,0.876,0.0,0.124,211,CNN
211,0.0,Mon Sep 17 15:40:04 +0000 2018,1.0,0.0,0.0,212,CNN
212,0.128,Mon Sep 17 15:30:00 +0000 2018,0.923,0.0,0.077,213,CNN
213,0.128,Mon Sep 17 15:20:10 +0000 2018,0.93,0.0,0.07,214,CNN
214,0.3111,Mon Sep 17 15:10:06 +0000 2018,0.752,0.097,0.15,215,CNN
215,0.0258,Mon Sep 17 15:00:02 +0000 2018,0.8,0.098,0.102,216,CNN
216,0.0,Mon Sep 17 14:55:00 +0000 2018,1.0,0.0,0.0,217,CNN
217,0.6908,Mon Sep 17 14:50:00 +0000 2018,0.769,0.0,0.231,218,CNN
218,0.0,Mon Sep 17 14:40:00 +0000 2018,1.0,0.0,0.0,219,CNN
219,0.5574,Mon Sep 17 14:33:06 +0000 2018,0.825,0.0,0.175,220,CNN
220,0.0,Mon Sep 17 17:30:09 +0000 2018,1.0,0.0,0.0,221,CNN
221,-0.4019,Mon Sep 17 17:20:06 +0000 2018,0.847,0.153,0.0,222,CNN
222,0.0,Mon Sep 17 17:10:06 +0000 2018,1.0,0.0,0.0,223,CNN
223,-0.3612,Mon Sep 17 17:00:17 +0000 2018,0.857,0.143,0.0,224,CNN
224,0.0,Mon Sep 17 16:50:10 +0000 2018,1.0,0.0,0.0,225,CNN
225,-0.8126,Mon Sep 17 16:40:05 +0000 2018,0.684,0.316,0.0,226,CNN
226,-0.1779,Mon Sep 17 16:30:01 +0000 2018,0.796,0.119,0.085,227,CNN
227,0.016,Mon Sep 17 16:20:07 +0000 2018,0.591,0.203,0.206,228,CNN
228,0.0,Mon Sep 17 16:10:03 +0000 2018,1.0,0.0,0.0,229,CNN
229,0.0,Mon Sep 17 16:00:14 +0000 2018,1.0,0.0,0.0,230,CNN
230,0.1779,Mon Sep 17 15:50:13 +0000 2018,0.876,0.0,0.124,231,CNN
231,0.0,Mon Sep 17 15:40:04 +0000 2018,1.0,0.0,0.0,232,CNN
232,0.128,Mon Sep 17 15:30:00 +0000 2018,0.923,0.0,0.077,233,CNN
233,0.128,Mon Sep 17 15:20:10 +0000 2018,0.93,0.0,0.07,234,CNN
234,0.3111,Mon Sep 17 15:10:06 +0000 2018,0.752,0.097,0.15,235,CNN
235,0.0258,Mon Sep 17 15:00:02 +0000 2018,0.8,0.098,0.102,236,CNN
236,0.0,Mon Sep 17 14:55:00 +0000 2018,1.0,0.0,0.0,237,CNN
237,0.6908,Mon Sep 17 14:50:00 +0000 2018,0.769,0.0,0.231,238,CNN
238,0.0,Mon Sep 17 14:40:00 +0000 2018,1.0,0.0,0.0,239,CNN
239,0.5574,Mon Sep 17 14:33:06 +0000 2018,0.825,0.0,0.175,240,CNN
240,-0.5994,Mon Sep 17 14:30:00 +0000 2018,0.672,0.328,0.0,241,CNN
241,0.0,Mon Sep 17 14:20:00 +0000 2018,1.0,0.0,0.0,242,CNN
242,0.0,Mon Sep 17 14:10:00 +0000 2018,1.0,0.0,0.0,243,CNN
243,0.0,Mon Sep 17 14:00:06 +0000 2018,1.0,0.0,0.0,244,CNN
244,0.0,Mon Sep 17 13:50:29 +0000 2018,1.0,0.0,0.0,245,CNN
245,0.0,Mon Sep 17 13:40:42 +0000 2018,1.0,0.0,0.0,246,CNN
246,-0.4019,Mon Sep 17 13:24:15 +0000 2018,0.847,0.153,0.0,247,CNN
247,0.1531,Mon Sep 17 13:17:14 +0000 2018,0.806,0.085,0.109,248,CNN
248,0.0,Mon Sep 17 13:02:17 +0000 2018,1.0,0.0,0.0,249,CNN
249,-0.3612,Mon Sep 17 13:01:40 +0000 2018,0.857,0.143,0.0,250,CNN
250,0.0,Mon Sep 17 12:33:12 +0000 2018,1.0,0.0,0.0,251,CNN
251,-0.8126,Mon Sep 17 12:22:51 +0000 2018,0.684,0.316,0.0,252,CNN
252,-0.3182,Mon Sep 17 12:08:10 +0000 2018,0.897,0.103,0.0,253,CNN
253,0.4404,Mon Sep 17 11:47:44 +0000 2018,0.773,0.073,0.155,254,CNN
254,-0.0258,Mon Sep 17 11:30:09 +0000 2018,0.8,0.102,0.098,255,CNN
255,-0.1779,Mon Sep 17 11:20:07 +0000 2018,0.796,0.119,0.085,256,CNN
256,0.0,Mon Sep 17 11:16:37 +0000 2018,1.0,0.0,0.0,257,CNN
257,0.0,Mon Sep 17 11:10:00 +0000 2018,1.0,0.0,0.0,258,CNN
258,0.3182,Mon Sep 17 11:00:10 +0000 2018,0.85,0.0,0.15,259,CNN
259,-0.4019,Mon Sep 17 10:50:04 +0000 2018,0.847,0.153,0.0,260,CNN
260,-0.3612,Mon Sep 17 10:40:03 +0000 2018,0.857,0.143,0.0,261,CNN
261,-0.296,Mon Sep 17 10:32:05 +0000 2018,0.615,0.238,0.148,262,CNN
262,0.0,Mon Sep 17 10:30:09 +0000 2018,1.0,0.0,0.0,263,CNN
263,0.0,Mon Sep 17 10:20:08 +0000 2018,1.0,0.0,0.0,264,CNN
264,-0.3182,Mon Sep 17 10:18:06 +0000 2018,0.897,0.103,0.0,265,CNN
265,0.1027,Mon Sep 17 10:10:13 +0000 2018,0.887,0.0,0.113,266,CNN
266,0.2263,Mon Sep 17 10:00:46 +0000 2018,0.909,0.0,0.091,267,CNN
267,0.0,Mon Sep 17 09:49:53 +0000 2018,1.0,0.0,0.0,268,CNN
268,-0.3612,Mon Sep 17 09:38:53 +0000 2018,0.815,0.185,0.0,269,CNN
269,0.296,Mon Sep 17 09:30:30 +0000 2018,0.784,0.078,0.137,270,CNN
270,0.0,Mon Sep 17 09:23:11 +0000 2018,1.0,0.0,0.0,271,CNN
271,0.7351,Mon Sep 17 09:18:10 +0000 2018,0.763,0.0,0.237,272,CNN
272,-0.6908,Mon Sep 17 09:03:57 +0000 2018,0.749,0.251,0.0,273,CNN
273,-0.4939,Mon Sep 17 08:41:00 +0000 2018,0.862,0.138,0.0,274,CNN
274,-0.296,Mon Sep 17 08:18:28 +0000 2018,0.909,0.091,0.0,275,CNN
275,-0.25,Mon Sep 17 08:10:17 +0000 2018,0.889,0.111,0.0,276,CNN
276,0.4215,Mon Sep 17 07:47:05 +0000 2018,0.872,0.0,0.128,277,CNN
277,-0.1779,Mon Sep 17 07:37:07 +0000 2018,0.796,0.119,0.085,278,CNN
278,0.0,Mon Sep 17 07:15:32 +0000 2018,1.0,0.0,0.0,279,CNN
279,0.0,Mon Sep 17 06:59:30 +0000 2018,1.0,0.0,0.0,280,CNN
280,0.0,Mon Sep 17 06:44:02 +0000 2018,1.0,0.0,0.0,281,CNN
281,-0.296,Mon Sep 17 06:24:05 +0000 2018,0.901,0.099,0.0,282,CNN
282,0.5267,Mon Sep 17 06:05:36 +0000 2018,0.833,0.0,0.167,283,CNN
283,-0.2732,Mon Sep 17 05:40:04 +0000 2018,0.711,0.167,0.121,284,CNN
284,-0.3612,Mon Sep 17 05:17:30 +0000 2018,0.857,0.143,0.0,285,CNN
285,0.5574,Mon Sep 17 05:17:07 +0000 2018,0.825,0.0,0.175,286,CNN
286,0.0,Mon Sep 17 05:08:02 +0000 2018,1.0,0.0,0.0,287,CNN
287,-0.4767,Mon Sep 17 04:57:57 +0000 2018,0.86,0.14,0.0,288,CNN
288,-0.1779,Mon Sep 17 04:48:05 +0000 2018,0.884,0.116,0.0,289,CNN
289,-0.5106,Mon Sep 17 04:43:53 +0000 2018,0.829,0.171,0.0,290,CNN
290,0.0,Mon Sep 17 04:29:05 +0000 2018,1.0,0.0,0.0,291,CNN
291,-0.4939,Mon Sep 17 04:19:05 +0000 2018,0.856,0.144,0.0,292,CNN
292,-0.1779,Mon Sep 17 04:09:05 +0000 2018,0.914,0.086,0.0,293,CNN
293,-0.0772,Mon Sep 17 04:00:09 +0000 2018,0.776,0.119,0.105,294,CNN
294,0.0,Mon Sep 17 03:59:05 +0000 2018,1.0,0.0,0.0,295,CNN
295,0.0,Mon Sep 17 03:42:30 +0000 2018,1.0,0.0,0.0,296,CNN
296,0.0,Mon Sep 17 03:28:21 +0000 2018,1.0,0.0,0.0,297,CNN
297,0.0,Mon Sep 17 03:21:32 +0000 2018,1.0,0.0,0.0,298,CNN
298,-0.836,Mon Sep 17 03:13:03 +0000 2018,0.683,0.317,0.0,299,CNN
299,-0.296,Mon Sep 17 03:06:03 +0000 2018,0.615,0.238,0.148,300,CNN
300,0.4767,Mon Sep 17 17:31:00 +0000 2018,0.807,0.0,0.193,301,FoxNews
301,-0.6908,Mon Sep 17 17:00:01 +0000 2018,0.737,0.263,0.0,302,FoxNews
302,0.3818,Mon Sep 17 16:52:00 +0000 2018,0.729,0.0,0.271,303,FoxNews
303,0.0,Mon Sep 17 16:45:00 +0000 2018,1.0,0.0,0.0,304,FoxNews
304,-0.296,Mon Sep 17 16:30:01 +0000 2018,0.556,0.283,0.161,305,FoxNews
305,0.0,Mon Sep 17 16:22:00 +0000 2018,1.0,0.0,0.0,306,FoxNews
306,-0.5994,Mon Sep 17 16:15:00 +0000 2018,0.794,0.206,0.0,307,FoxNews
307,0.0,Mon Sep 17 16:06:23 +0000 2018,1.0,0.0,0.0,308,FoxNews
308,0.0,Mon Sep 17 16:00:03 +0000 2018,1.0,0.0,0.0,309,FoxNews
309,-0.4767,Mon Sep 17 15:52:00 +0000 2018,0.86,0.14,0.0,310,FoxNews
310,0.0,Mon Sep 17 15:45:00 +0000 2018,1.0,0.0,0.0,311,FoxNews
311,-0.5574,Mon Sep 17 15:30:01 +0000 2018,0.625,0.375,0.0,312,FoxNews
312,0.0,Mon Sep 17 15:19:25 +0000 2018,1.0,0.0,0.0,313,FoxNews
313,0.5106,Mon Sep 17 15:18:32 +0000 2018,0.852,0.0,0.148,314,FoxNews
314,0.6976,Mon Sep 17 15:15:00 +0000 2018,0.776,0.0,0.224,315,FoxNews
315,0.0,Mon Sep 17 15:10:00 +0000 2018,1.0,0.0,0.0,316,FoxNews
316,0.7003,Mon Sep 17 15:05:00 +0000 2018,0.746,0.0,0.254,317,FoxNews
317,0.3612,Mon Sep 17 14:55:00 +0000 2018,0.815,0.0,0.185,318,FoxNews
318,-0.802,Mon Sep 17 14:35:00 +0000 2018,0.676,0.324,0.0,319,FoxNews
319,-0.5859,Mon Sep 17 14:27:22 +0000 2018,0.743,0.257,0.0,320,FoxNews
320,0.4767,Mon Sep 17 17:31:00 +0000 2018,0.807,0.0,0.193,321,FoxNews
321,-0.6908,Mon Sep 17 17:00:01 +0000 2018,0.737,0.263,0.0,322,FoxNews
322,0.3818,Mon Sep 17 16:52:00 +0000 2018,0.729,0.0,0.271,323,FoxNews
323,0.0,Mon Sep 17 16:45:00 +0000 2018,1.0,0.0,0.0,324,FoxNews
324,-0.296,Mon Sep 17 16:30:01 +0000 2018,0.556,0.283,0.161,325,FoxNews
325,0.0,Mon Sep 17 16:22:00 +0000 2018,1.0,0.0,0.0,326,FoxNews
326,-0.5994,Mon Sep 17 16:15:00 +0000 2018,0.794,0.206,0.0,327,FoxNews
327,0.0,Mon Sep 17 16:06:23 +0000 2018,1.0,0.0,0.0,328,FoxNews
328,0.0,Mon Sep 17 16:00:03 +0000 2018,1.0,0.0,0.0,329,FoxNews
329,-0.4767,Mon Sep 17 15:52:00 +0000 2018,0.86,0.14,0.0,330,FoxNews
330,0.0,Mon Sep 17 15:45:00 +0000 2018,1.0,0.0,0.0,331,FoxNews
331,-0.5574,Mon Sep 17 15:30:01 +0000 2018,0.625,0.375,0.0,332,FoxNews
332,0.0,Mon Sep 17 15:19:25 +0000 2018,1.0,0.0,0.0,333,FoxNews
333,0.5106,Mon Sep 17 15:18:32 +0000 2018,0.852,0.0,0.148,334,FoxNews
334,0.6976,Mon Sep 17 15:15:00 +0000 2018,0.776,0.0,0.224,335,FoxNews
335,0.0,Mon Sep 17 15:10:00 +0000 2018,1.0,0.0,0.0,336,FoxNews
336,0.7003,Mon Sep 17 15:05:00 +0000 2018,0.746,0.0,0.254,337,FoxNews
337,0.3612,Mon Sep 17 14:55:00 +0000 2018,0.815,0.0,0.185,338,FoxNews
338,-0.802,Mon Sep 17 14:35:00 +0000 2018,0.676,0.324,0.0,339,FoxNews
339,-0.5859,Mon Sep 17 14:27:22 +0000 2018,0.743,0.257,0.0,340,FoxNews
340,0.0601,Mon Sep 17 14:22:25 +0000 2018,0.64,0.173,0.188,341,FoxNews
341,0.0,Mon Sep 17 14:15:00 +0000 2018,1.0,0.0,0.0,342,FoxNews
342,0.0,Mon Sep 17 14:00:02 +0000 2018,1.0,0.0,0.0,343,FoxNews
343,0.7717,Mon Sep 17 13:53:32 +0000 2018,0.705,0.0,0.295,344,FoxNews
344,-0.6597,Mon Sep 17 13:50:23 +0000 2018,0.732,0.224,0.045,345,FoxNews
